Sr.	179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
separada.	-0.010518
humanitaria.	-0.010541
pacíficas.	-0.010546
aditivo.	-0.010546
francesas.	-0.010552
precaución.	-0.010561
Anexo.	-0.010570
listos.	-0.010575
movilidad.	-0.010576
genéricos.	-0.010585
corriente.	-0.010586
onerosa.	-0.010601
abusiva.	-0.010630
disponibles.	-0.010667
paradoja.	-0.010710
carteras.	-0.010712
descarga.	-0.010715
funcionan.	-0.010720
primero.	-0.010734
milagros.	-0.010746
mentiras.	-0.010752
nativos.	-0.010756
Camisón.	-0.010758
Seguridad.	-0.010763
recoja.	-0.010780
Stoke.	-0.010805
caoba.	-0.010805
Jurídicos.	-0.010808
Habsburg.	-0.010831
préstamo.	-0.010847
legítimos.	-0.010852
regular.	-0.010864
vegetales.	-0.010868
ágora.	-0.010880
esperamos.	-0.010881
ciclo.	-0.010903
compañía.	-0.010921
izquierda.	-0.010943
integrada.	-0.010948
sobrevivir.	-0.010967
conseguir.	-0.010971
favor.	-0.010996
costos.	-0.011024
alegría.	-0.011031
conocida.	-0.011032
perpetua.	-0.011041
ruidosos.	-0.011076
acertadas.	-0.011079
regulada.	-0.011093
delicadas.	-0.011094
expirado.	-0.011100
tráfico.	-0.011118
andadura.	-0.011136
señoría.	-0.011139
especial.	-0.011156
registro.	-0.011158
conoce.	-0.011184
combinado.	-0.011223
fibras.	-0.011225
tribunales.	-0.011255
competente.	-0.011282
créditos.	-0.011339
alabanza.	-0.011354
quiera.	-0.011355
necesiten.	-0.011436
lecturas.	-0.011442
temprano.	-0.011453
relevantes.	-0.011461
ordenador.	-0.011481
progresos.	-0.011493
dominante.	-0.011501
prematura.	-0.011508
alguien.	-0.011518
Gibraltar.	-0.011519
visita.	-0.011535
definidos.	-0.011541
viajero.	-0.011564
evasiva.	-0.011581
lentitud.	-0.011590
dispone.	-0.011613
Aelvoet.	-0.011615
resultado.	-0.011619
Tailandia.	-0.011623
residencia.	-0.011633
formuló.	-0.011633
alentador.	-0.011649
eslava.	-0.011654
Bahamas.	-0.011659
beneficios.	-0.011676
Australia.	-0.011679
acecho.	-0.011697
ganadero.	-0.011700
científica.	-0.011715
kosovar.	-0.011729
conocidos.	-0.011733
fundada.	-0.011753
pertinentes.	-0.011759
McCreevy.	-0.011783
doméstica.	-0.011797
formas.	-0.011808
Eslovenia.	-0.011812
jubilación.	-0.011820
expediente.	-0.011822
presupuesto.	-0.011826
vendrá.	-0.011831
importancia.	-0.011835
fase.	-0.011839
régimen.	-0.011842
medios.	-0.011854
chocolate.	-0.011872
egoísta.	-0.011913
bioética.	-0.011917
CIREFI.	-0.011925
luz.	-0.011929
bienestar.	-0.011949
énfasis.	-0.011953
genital.	-0.011957
exactas.	-0.011965
escolta.	-0.011971
Seppänen.	-0.011972
lecheras.	-0.011991
apropiadas.	-0.012004
sucede.	-0.012006
lubina.	-0.012008
pueril.	-0.012008
checheno.	-0.012051
pasadas.	-0.012066
canal.	-0.012093
identidad.	-0.012100
decidida.	-0.012135
disponible.	-0.012144
ftalatos.	-0.012156
períodos.	-0.012161
pilotos.	-0.012164
escucha.	-0.012200
inmigración.	-0.012209
Gebhardt.	-0.012222
absurdas.	-0.012230
radicales.	-0.012265
Ebner.	-0.012283
integrado.	-0.012284
tecnología.	-0.012293
cambió.	-0.012302
aduaneros.	-0.012305
intimidad.	-0.012319
Guantánamo.	-0.012362
Schuman.	-0.012375
habitantes.	-0.012428
métodos.	-0.012435
caliente.	-0.012478
Garantía.	-0.012517
colonias.	-0.012522
abstenido.	-0.012528
aplicarla.	-0.012533
dividido.	-0.012553
sincera.	-0.012567
ordinario.	-0.012580
aplicarlo.	-0.012626
extinción.	-0.012646
cambio.	-0.012650
avanzadas.	-0.012666
candidato.	-0.012670
fluido.	-0.012684
Renault.	-0.012684
forzosa.	-0.012696
Euronews.	-0.012707
Scheele.	-0.012720
invernadero.	-0.012737
gasolina.	-0.012744
cumbres.	-0.012747
numerosas.	-0.012757
Places.	-0.012782
dictadura.	-0.012819
decirles.	-0.012829
billetes.	-0.012829
ulterior.	-0.012843
Acción.	-0.012876
report.	-0.012877
pecados.	-0.012885
complicada.	-0.012886
violados.	-0.012944
definida.	-0.012946
llaman.	-0.012972
educativo.	-0.012973
mutuamente.	-0.012993
gesto.	-0.012993
suspenso.	-0.013000
forzado.	-0.013001
complicado.	-0.013005
detenido.	-0.013005
convenga.	-0.013027
necesitan.	-0.013031
notables.	-0.013063
alergias.	-0.013080
aceptado.	-0.013085
naturaleza.	-0.013100
noble.	-0.013103
rápidamente.	-0.013110
crudeza.	-0.013132
Empresa.	-0.013133
aguarda.	-0.013137
profesional.	-0.013139
voluntaria.	-0.013157
Samland.	-0.013202
chipriota.	-0.013203
refugiado.	-0.013205
Florencia.	-0.013218
extrema.	-0.013223
adicionales.	-0.013224
tiranos.	-0.013238
Sarajevo.	-0.013248
perdidas.	-0.013261
títulos.	-0.013314
escolares.	-0.013319
húngaros.	-0.013324
doloroso.	-0.013340
energías.	-0.013392
peculiar.	-0.013433
fascismo.	-0.013493
entorno.	-0.013523
dispuesto.	-0.013545
agresiva.	-0.013559
capacidad.	-0.013568
Gore.	-0.013609
deber.	-0.013612
nominales.	-0.013616
Chirac.	-0.013623
vara.	-0.013624
mérito.	-0.013635
cara.	-0.013639
irregular.	-0.013669
desgracia.	-0.013685
ilusiones.	-0.013706
llame.	-0.013711
escándalo.	-0.013734
misiles.	-0.013736
cárceles.	-0.013756
marítimas.	-0.013787
religiosas.	-0.013833
recalcar.	-0.013853
asequible.	-0.013880
asesor.	-0.013892
italianos.	-0.013905
opacos.	-0.013938
complejas.	-0.013974
Nassauer.	-0.013987
existir.	-0.014022
proyectos.	-0.014036
anormal.	-0.014044
parches.	-0.014044
Pristina.	-0.014060
pertinente.	-0.014110
referéndum.	-0.014132
complejos.	-0.014158
moderada.	-0.014162
amistosa.	-0.014179
únicamente.	-0.014181
desleales.	-0.014187
sencillas.	-0.014191
asociados.	-0.014242
Knesset.	-0.014287
mayoría.	-0.014289
esposa.	-0.014295
empeora.	-0.014319
Flandes.	-0.014351
terrorista.	-0.014359
Bouwman.	-0.014395
Dutroux.	-0.014395
simples.	-0.014404
ciudadanía.	-0.014413
demostrar.	-0.014416
cuántos.	-0.014483
SR.	-0.014484
ecológicos.	-0.014487
familiares.	-0.014501
propuestas.	-0.014545
facilidad.	-0.014594
roble.	-0.014603
plástico.	-0.014610
subido.	-0.014619
unívoco.	-0.014623
hambruna.	-0.014646
implica.	-0.014651
piratería.	-0.014667
gravedad.	-0.014688
revuelo.	-0.014709
indígenas.	-0.014714
quieran.	-0.014714
discusión.	-0.014722
Higgins.	-0.014728
producción.	-0.014773
retomar.	-0.014793
troika.	-0.014862
excesivos.	-0.014871
Penal.	-0.014927
aceptables.	-0.014929
negativas.	-0.014948
soberanos.	-0.014979
religioso.	-0.014983
economías.	-0.014983
grata.	-0.015020
aceptadas.	-0.015022
inestable.	-0.015057
champán.	-0.015081
triple.	-0.015083
solidaria.	-0.015140
prevenir.	-0.015143
asiática.	-0.015153
cumplirse.	-0.015153
solidaridad.	-0.015155
receptor.	-0.015159
ciudadana.	-0.015173
agricultura.	-0.015185
decidir.	-0.015192
envejece.	-0.015208
Agencia.	-0.015234
chapuza.	-0.015241
comerciales.	-0.015260
normativa.	-0.015265
cartón.	-0.015273
molesto.	-0.015286
iniciales.	-0.015293
ejecutivo.	-0.015318
protesta.	-0.015330
vehículos.	-0.015389
iniciativa.	-0.015421
apoyan.	-0.015424
pleno.	-0.015427
Euromed.	-0.015438
asociación.	-0.015450
números.	-0.015470
judiciales.	-0.015491
ocupada.	-0.015514
Honduras.	-0.015516
enemigos.	-0.015516
sectorial.	-0.015520
pesetas.	-0.015524
planos.	-0.015598
occidental.	-0.015601
planteado.	-0.015666
correctos.	-0.015669
consejo.	-0.015673
función.	-0.015748
legislativo.	-0.015772
precisión.	-0.015802
paciencia.	-0.015832
cerrar.	-0.015864
turístico.	-0.015878
Cachemira.	-0.015883
Karen.	-0.015898
desea.	-0.015954
Galway.	-0.016010
ECOMOG.	-0.016010
sanitarios.	-0.016023
proponer.	-0.016042
reconocer.	-0.016052
ternera.	-0.016058
cónyuge.	-0.016058
encuentra.	-0.016059
informal.	-0.016072
reciclado.	-0.016075
equivocada.	-0.016078
convenio.	-0.016083
Mongolia.	-0.016094
populares.	-0.016098
señalé.	-0.016119
deseamos.	-0.016128
prever.	-0.016160
centro.	-0.016188
creía.	-0.016232
madurez.	-0.016242
Eslovaca.	-0.016245
aliento.	-0.016247
ingreso.	-0.016313
Alavanos.	-0.016315
refuerzo.	-0.016337
harán.	-0.016368
hábitats.	-0.016372
Tannock.	-0.016374
detenidos.	-0.016407
modestos.	-0.016412
Jordania.	-0.016415
modestas.	-0.016439
produce.	-0.016488
carreteras.	-0.016509
infierno.	-0.016519
carga.	-0.016525
volando.	-0.016529
jurista.	-0.016534
creciendo.	-0.016597
Pinochet.	-0.016614
solicitud.	-0.016656
concluir.	-0.016665
referendo.	-0.016678
diversos.	-0.016724
desguace.	-0.016784
húmedas.	-0.016899
optimista.	-0.016912
valiente.	-0.016950
maniobra.	-0.016983
restante.	-0.016983
atadas.	-0.017056
Cermis.	-0.017079
verdadera.	-0.017116
internacional.	-0.017164
imparcial.	-0.017198
ultramar.	-0.017207
Tercero.	-0.017330
terrible.	-0.017378
agotado.	-0.017380
bienes.	-0.017406
iglesia.	-0.017416
Nikitin.	-0.017424
organizado.	-0.017437
comunismo.	-0.017491
Márai.	-0.017502
hedor.	-0.017502
decaído.	-0.017548
dudarlo.	-0.017548
Venezuela.	-0.017548
Puerta.	-0.017596
cierto.	-0.017615
Tirol.	-0.017616
avanzados.	-0.017626
actuación.	-0.017639
aprobar.	-0.017673
funciones.	-0.017684
opiniones.	-0.017728
terroristas.	-0.017753
sombría.	-0.017756
término.	-0.017757
abusivas.	-0.017759
horarias.	-0.017767
violentos.	-0.017802
puertas.	-0.017836
aduanero.	-0.017843
catástrofe.	-0.017844
reflexión.	-0.017854
Familia.	-0.017874
defectos.	-0.017897
relevante.	-0.017900
efectos.	-0.017902
implicadas.	-0.017912
gloria.	-0.017943
tiendas.	-0.017963
riguroso.	-0.018043
vuela.	-0.018054
celeridad.	-0.018092
élites.	-0.018101
whisky.	-0.018108
interiores.	-0.018128
alimentaria.	-0.018143
diputados.	-0.018165
EURATOM.	-0.018176
razonables.	-0.018252
unitario.	-0.018261
excesos.	-0.018303
chantaje.	-0.018366
Ministros.	-0.018374
cultivos.	-0.018388
turbio.	-0.018441
Finlandia.	-0.018444
Abjazia.	-0.018482
partido.	-0.018495
vencido.	-0.018502
libanés.	-0.018525
mantiene.	-0.018539
equivocado.	-0.018567
demuestra.	-0.018581
Tribunal.	-0.018657
amenazada.	-0.018738
atenta.	-0.018758
alcanza.	-0.018771
presentes.	-0.018889
operativa.	-0.018896
ponentes.	-0.018900
incendios.	-0.018937
Spencer.	-0.018945
Pietro.	-0.019008
Liikanen.	-0.019012
próspero.	-0.019083
obligado.	-0.019086
enemigo.	-0.019105
Haarder.	-0.019107
McMahon.	-0.019169
estrictos.	-0.019191
Cultura.	-0.019196
voces.	-0.019207
tribunal.	-0.019305
cabezas.	-0.019355
mercancías.	-0.019406
obsoleta.	-0.019423
sociedades.	-0.019476
gallina.	-0.019490
anulada.	-0.019505
dañadas.	-0.019505
cultivo.	-0.019529
moderado.	-0.019569
pasión.	-0.019571
alturas.	-0.019589
dinámico.	-0.019617
objetar.	-0.019681
asiáticos.	-0.019687
Estrasburgo.	-0.019700
Verona.	-0.019763
citado.	-0.019777
Patentes.	-0.019783
quimera.	-0.019812
nacidos.	-0.019819
rebeldes.	-0.019845
hablado.	-0.019857
palestina.	-0.019895
Tajani.	-0.019913
Milosevic.	-0.019944
Presidenta.	-0.020011
danza.	-0.020016
recibo.	-0.020079
excelente.	-0.020085
tangibles.	-0.020095
élite.	-0.020199
Tongue.	-0.020220
Zagreb.	-0.020250
culturales.	-0.020250
Toledo.	-0.020257
vergüenza.	-0.020279
Coreas.	-0.020335
Belgrado.	-0.020341
punible.	-0.020352
Tsatsos.	-0.020361
profesión.	-0.020370
Baviera.	-0.020432
panacea.	-0.020454
contras.	-0.020515
Schmidt.	-0.020519
enmienda.	-0.020519
regulado.	-0.020554
ambiciosa.	-0.020569
desierto.	-0.020584
Regional.	-0.020600
bilateral.	-0.020609
polémico.	-0.020632
información.	-0.020641
abogados.	-0.020641
buenas.	-0.020687
miércoles.	-0.020722
burocracia.	-0.020737
evitado.	-0.020737
jurídicas.	-0.020738
estricto.	-0.020819
despacio.	-0.020891
Virgin.	-0.020921
permitan.	-0.020922
especiales.	-0.020955
veces.	-0.020984
estigma.	-0.021014
emergencia.	-0.021065
Señorías.	-0.021067
perfecta.	-0.021083
rentables.	-0.021091
sueltos.	-0.021119
delicados.	-0.021128
pruebas.	-0.021137
requiere.	-0.021243
accidente.	-0.021302
Cañete.	-0.021348
emisiones.	-0.021413
logró.	-0.021425
oculta.	-0.021441
velocidad.	-0.021449
concluido.	-0.021467
migración.	-0.021471
perder.	-0.021523
Belder.	-0.021541
sucios.	-0.021559
pacíficos.	-0.021567
abasto.	-0.021567
efectivos.	-0.021587
vehículo.	-0.021608
Toole.	-0.021610
mejorada.	-0.021649
naranja.	-0.021677
oficiales.	-0.021686
nitratos.	-0.021760
unitaria.	-0.021761
peligros.	-0.021766
injustas.	-0.021784
costosos.	-0.021794
tenor.	-0.021869
saldo.	-0.021897
ocurrido.	-0.022029
importe.	-0.022036
rasgos.	-0.022036
Mujeres.	-0.022038
biocidas.	-0.022079
ritual.	-0.022090
hídricos.	-0.022094
Occidental.	-0.022108
compromiso.	-0.022128
suicida.	-0.022147
reducido.	-0.022173
sistemas.	-0.022257
formación.	-0.022269
posterior.	-0.022289
industria.	-0.022294
censo.	-0.022295
Chiapas.	-0.022386
culpable.	-0.022391
peligrosos.	-0.022509
previstos.	-0.022536
ramo.	-0.022561
precisas.	-0.022605
medianas.	-0.022629
honesta.	-0.022666
prácticos.	-0.022728
Amberes.	-0.022800
secretos.	-0.022803
cercanos.	-0.022822
climática.	-0.022862
unidad.	-0.022873
acordado.	-0.022899
individuo.	-0.022923
flexibles.	-0.022945
Maastricht.	-0.022955
lagunas.	-0.022978
implicados.	-0.022997
impulsar.	-0.023143
muertas.	-0.023159
Liberal.	-0.023160
reglamento.	-0.023183
dinámica.	-0.023192
inhumana.	-0.023207
Interpol.	-0.023217
ceño.	-0.023227
card.	-0.023227
Junker.	-0.023241
Belga.	-0.023270
ópera.	-0.023270
Kemal.	-0.023270
Chernóbil.	-0.023276
Luxemburgo.	-0.023297
domingo.	-0.023304
capturas.	-0.023334
vinculante.	-0.023357
votaciones.	-0.023365
jardín.	-0.023395
críticos.	-0.023395
estival.	-0.023397
cabotaje.	-0.023407
falaz.	-0.023452
puros.	-0.023452
camiones.	-0.023575
expertos.	-0.023596
salvajes.	-0.023618
antigua.	-0.023621
fisuras.	-0.023640
armamento.	-0.023684
felices.	-0.023733
olvidar.	-0.023744
destacar.	-0.023844
esperanza.	-0.023882
semestre.	-0.023888
siguiente.	-0.024005
divina.	-0.024015
edificios.	-0.024025
Convención.	-0.024033
proyecto.	-0.024042
cerco.	-0.024090
integral.	-0.024104
cocaína.	-0.024108
visibles.	-0.024133
Martens.	-0.024151
valor.	-0.024206
oír.	-0.024255
soñado.	-0.024262
retorno.	-0.024270
Santini.	-0.024291
conflictos.	-0.024296
McNally.	-0.024304
aumentar.	-0.024315
legítimo.	-0.024346
perdón.	-0.024349
tratos.	-0.024482
exiguo.	-0.024496
colectivo.	-0.024582
encomio.	-0.024668
mejorado.	-0.024745
fallo.	-0.024767
Hautala.	-0.024812
fallado.	-0.024824
salarios.	-0.024860
Chávez.	-0.024877
limitados.	-0.024882
realice.	-0.024889
captura.	-0.025014
democrática.	-0.025133
consumidores.	-0.025160
comunista.	-0.025185
color.	-0.025261
fracasar.	-0.025340
presión.	-0.025375
remotos.	-0.025389
elecciones.	-0.025417
botella.	-0.025418
violan.	-0.025539
Sarlis.	-0.025564
dañado.	-0.025594
regulares.	-0.025633
Zorba.	-0.025634
examen.	-0.025648
cumplido.	-0.025864
árbol.	-0.025927
parar.	-0.025931
Holanda.	-0.025934
Dinamarca.	-0.025992
electores.	-0.025993
grupos.	-0.026052
kurdas.	-0.026105
cruciales.	-0.026107
establecer.	-0.026146
terminado.	-0.026152
peligrosas.	-0.026156
obsoleto.	-0.026170
palestinos.	-0.026242
sensibles.	-0.026256
agrarias.	-0.026285
avanzando.	-0.026294
reforzada.	-0.026388
puerta.	-0.026518
sorpresa.	-0.026578
ejecución.	-0.026590
dirigir.	-0.026608
anunció.	-0.026624
pesadas.	-0.026625
diferentes.	-0.026635
esenciales.	-0.026650
toneladas.	-0.026692
celebró.	-0.026753
cemento.	-0.026771
fuentes.	-0.026791
primavera.	-0.026791
enérgica.	-0.026908
leerla.	-0.026928
democrático.	-0.026961
cerrados.	-0.026966
traten.	-0.027109
benceno.	-0.027131
soga.	-0.027186
opuesto.	-0.027213
Sájarov.	-0.027261
caridad.	-0.027299
petición.	-0.027387
Brittan.	-0.027390
Occidente.	-0.027406
israelíes.	-0.027433
evidentes.	-0.027480
etnias.	-0.027504
derechas.	-0.027517
territorio.	-0.027561
batalla.	-0.027665
extensa.	-0.027674
distancia.	-0.027695
especies.	-0.027710
apropiado.	-0.027752
electos.	-0.027762
descanso.	-0.027800
Goliat.	-0.027824
adorno.	-0.027824
Taipei.	-0.027824
Indonesia.	-0.027837
negativos.	-0.027843
éstas.	-0.027857
extremas.	-0.027899
acierto.	-0.027909
Berthu.	-0.027980
marginal.	-0.028039
múltiple.	-0.028066
paisaje.	-0.028071
espacial.	-0.028086
productos.	-0.028086
NTDTV.	-0.028105
láser.	-0.028105
revisada.	-0.028129
financieros.	-0.028196
diálogo.	-0.028221
financieras.	-0.028254
desove.	-0.028334
tardes.	-0.028334
energético.	-0.028342
utilizar.	-0.028360
abono.	-0.028425
sinti.	-0.028435
panel.	-0.028495
colonial.	-0.028532
poco.	-0.028583
sanitario.	-0.028592
trivial.	-0.028617
docente.	-0.028640
hagamos.	-0.028722
Piquer.	-0.028739
racistas.	-0.028750
Larrea.	-0.028788
Coene.	-0.028858
interés.	-0.028984
afecto.	-0.029079
Mobutu.	-0.029079
Yugoslavia.	-0.029135
Frahm.	-0.029205
continua.	-0.029207
armonía.	-0.029212
adopten.	-0.029258
obesidad.	-0.029282
table.	-0.029313
extremos.	-0.029323
alarmante.	-0.029517
APICD.	-0.029525
notan.	-0.029525
Provan.	-0.029526
estados.	-0.029557
Vitorino.	-0.029596
activas.	-0.029675
Jackson.	-0.029699
industrial.	-0.029736
saudí.	-0.029778
réplica.	-0.029779
combate.	-0.029780
forzoso.	-0.029922
millón.	-0.029946
Berger.	-0.029952
unanimidad.	-0.029968
McKenna.	-0.030066
Onesta.	-0.030101
rechazada.	-0.030131
bélicos.	-0.030135
exactos.	-0.030185
exitosa.	-0.030215
honesto.	-0.030215
tercero.	-0.030220
plantas.	-0.030261
jurídicos.	-0.030278
ligeras.	-0.030339
citados.	-0.030355
aceptada.	-0.030432
esperado.	-0.030459
acordó.	-0.030470
resultan.	-0.030505
organizada.	-0.030522
ataña.	-0.030554
viajeros.	-0.030563
competencia.	-0.030612
invierno.	-0.030651
colmo.	-0.030719
laguna.	-0.030799
incierto.	-0.030803
inaceptable.	-0.030820
gratuita.	-0.030821
inflación.	-0.030897
lógico.	-0.030944
enfermedad.	-0.030979
permanente.	-0.031002
Secchi.	-0.031040
temores.	-0.031052
viendo.	-0.031054
rivales.	-0.031109
Nápoles.	-0.031120
playas.	-0.031186
corrupción.	-0.031188
menú.	-0.031256
patente.	-0.031366
cómoda.	-0.031382
oportunas.	-0.031392
matices.	-0.031394
creíbles.	-0.031487
doquier.	-0.031497
femenino.	-0.031545
autónomos.	-0.031667
discurso.	-0.031686
tontos.	-0.031693
afectan.	-0.031735
Goepel.	-0.031783
Cristo.	-0.031799
horror.	-0.031833
Sede.	-0.031834
realizar.	-0.031862
bloqueo.	-0.031890
contrato.	-0.031976
tensión.	-0.031977
cumple.	-0.032053
barrio.	-0.032159
Metten.	-0.032184
masivos.	-0.032207
concede.	-0.032258
expresa.	-0.032322
oposición.	-0.032338
histórica.	-0.032373
inmediata.	-0.032462
extranjero.	-0.032505
septiembre.	-0.032584
fracasado.	-0.032609
Graefe.	-0.032631
tutor.	-0.032640
Luton.	-0.032640
directos.	-0.032691
amistad.	-0.032712
Exterior.	-0.032713
estricta.	-0.032730
óptimas.	-0.032759
Taelen.	-0.032784
conducta.	-0.032900
acciones.	-0.032963
siéndolo.	-0.032992
Ludford.	-0.033026
saludable.	-0.033044
Temelin.	-0.033057
religiosa.	-0.033080
preparar.	-0.033129
favorable.	-0.033139
fenómeno.	-0.033154
precisa.	-0.033174
correctas.	-0.033228
Fatuzzo.	-0.033229
Sindal.	-0.033250
personales.	-0.033269
víctima.	-0.033282
pacífico.	-0.033312
alemanes.	-0.033361
estarlo.	-0.033375
quieren.	-0.033440
apoyarla.	-0.033566
médicas.	-0.033568
Fischler.	-0.033692
piratas.	-0.033706
físicas.	-0.033733
ancianos.	-0.033743
frontera.	-0.033783
ambicioso.	-0.033822
erróneas.	-0.033849
Lancker.	-0.033955
estrictas.	-0.034003
Deporte.	-0.034025
hormonas.	-0.034123
liberar.	-0.034148
hemiciclo.	-0.034182
cuestiones.	-0.034207
pequeño.	-0.034222
ocurran.	-0.034253
parada.	-0.034259
dignidad.	-0.034314
generales.	-0.034361
automóvil.	-0.034471
Damasco.	-0.034564
bajura.	-0.034615
conlleva.	-0.034628
innovar.	-0.034738
excepto.	-0.034808
Estocolmo.	-0.034846
Tirana.	-0.035075
escasas.	-0.035198
UE-Rusia.	-0.035232
opciones.	-0.035531
empleados.	-0.035567
CERV.	-0.035589
estrés.	-0.035621
esferas.	-0.035671
británico.	-0.035699
metal.	-0.035798
Islandia.	-0.035816
evento.	-0.035829
ingenuo.	-0.035910
confusión.	-0.035912
cometido.	-0.035915
formales.	-0.035924
VIII.	-0.035980
imposible.	-0.036029
ciudadano.	-0.036067
peligrosa.	-0.036094
cupos.	-0.036108
apremia.	-0.036177
matiz.	-0.036232
realismo.	-0.036294
precisos.	-0.036356
africanos.	-0.036363
rápidas.	-0.036428
valiosa.	-0.036465
necesario.	-0.036472
económicas.	-0.036486
nórdica.	-0.036566
racista.	-0.036812
Menrad.	-0.036836
picada.	-0.036882
Atlántico.	-0.036897
exigente.	-0.037009
Pandora.	-0.037028
carta.	-0.037043
segundos.	-0.037107
mercurio.	-0.037156
decisiones.	-0.037169
reduce.	-0.037188
niega.	-0.037200
Cola.	-0.037208
refugiados.	-0.037312
reducción.	-0.037519
primaria.	-0.037682
planes.	-0.037739
actualidad.	-0.037753
fiasco.	-0.037754
hacemos.	-0.037755
retrasos.	-0.037830
alcanzar.	-0.037862
Aosta.	-0.037888
inglesa.	-0.037905
Urales.	-0.037919
Martín.	-0.037959
inversión.	-0.037981
Thyssen.	-0.038014
espacio.	-0.038021
lección.	-0.038178
ideales.	-0.038217
abiertos.	-0.038323
enfermos.	-0.038356
teórico.	-0.038685
anteriores.	-0.038716
olor.	-0.038974
edificio.	-0.039002
pacientes.	-0.039019
jerez.	-0.039128
becas.	-0.039136
lanza.	-0.039184
previas.	-0.039206
Hulten.	-0.039250
pesqueros.	-0.039252
inocentes.	-0.039274
pedido.	-0.039350
Rangún.	-0.039350
modernas.	-0.039394
ochenta.	-0.039477
Rothley.	-0.039525
larga.	-0.039551
Soviética.	-0.039593
comunitaria.	-0.039600
votantes.	-0.039735
químicas.	-0.039757
fuerzas.	-0.039839
conceder.	-0.039967
realizado.	-0.040003
Ojala.	-0.040031
acabar.	-0.040124
enorme.	-0.040124
lego.	-0.040129
Müller.	-0.040179
audaces.	-0.040213
irlandesa.	-0.040222
regionales.	-0.040261
facetas.	-0.040378
logro.	-0.040382
Crowley.	-0.040488
cesio.	-0.040518
contenido.	-0.040562
prioridad.	-0.040569
EVP.	-0.040589
liebre.	-0.040628
líder.	-0.040687
contexto.	-0.040746
versión.	-0.040801
transporte.	-0.040861
mentes.	-0.040993
cotidiana.	-0.041062
resto.	-0.041190
seguir.	-0.041194
minoría.	-0.041242
código.	-0.041249
necesarios.	-0.041268
sucedido.	-0.041270
laborales.	-0.041301
vacas.	-0.041389
carro.	-0.041503
Klima.	-0.041508
sensible.	-0.041583
expresión.	-0.041591
novedad.	-0.041609
serbios.	-0.041609
agencias.	-0.041662
vista.	-0.041781
agencia.	-0.041797
propias.	-0.041861
totales.	-0.041934
siente.	-0.041967
realistas.	-0.042102
porcina.	-0.042196
llorar.	-0.042198
sexuales.	-0.042243
agudo.	-0.042253
resultados.	-0.042263
exteriores.	-0.042288
comienzo.	-0.042433
marcas.	-0.042454
vivienda.	-0.042461
Mladic.	-0.042601
criminal.	-0.042617
positivas.	-0.042653
Hussein.	-0.042682
seriedad.	-0.042708
iceberg.	-0.042815
únicas.	-0.043073
Purvis.	-0.043138
adicional.	-0.043190
SAARC.	-0.043192
COTIF.	-0.043220
matanza.	-0.043247
solemne.	-0.043348
indicar.	-0.043360
británica.	-0.043443
Newman.	-0.043634
máxima.	-0.043726
ecológica.	-0.043737
xenofobia.	-0.043780
Díaz.	-0.043791
colectiva.	-0.043916
Otawa.	-0.043946
nocivos.	-0.044030
importantes.	-0.044088
válidos.	-0.044119
estables.	-0.044264
importa.	-0.044279
hilo.	-0.044281
divisa.	-0.044448
bálticos.	-0.044458
capitales.	-0.044460
factura.	-0.044470
parcial.	-0.044508
salarial.	-0.044528
Afganistán.	-0.044535
hacer.	-0.044574
baladí.	-0.044717
mixta.	-0.044838
escuelas.	-0.044850
directo.	-0.044880
cuenta.	-0.044890
férrea.	-0.044906
UNICEF.	-0.044937
lógica.	-0.044952
desafíos.	-0.044968
necesarias.	-0.045162
excesiva.	-0.045168
libras.	-0.045204
tóxicas.	-0.045242
temprana.	-0.045279
codecisión.	-0.045312
bastante.	-0.045315
económicos.	-0.045357
promesa.	-0.045434
apartado.	-0.045472
forestal.	-0.045589
aumento.	-0.045681
Prestige.	-0.045739
Hyland.	-0.045810
Skopje.	-0.045811
caminos.	-0.045912
aplica.	-0.045921
autocar.	-0.045958
Muerte.	-0.045968
uniforme.	-0.045972
efecto.	-0.045991
juez.	-0.046003
ambición.	-0.046042
desigual.	-0.046043
previo.	-0.046085
libertad.	-0.046422
cifra.	-0.046474
propio.	-0.046580
juicio.	-0.046696
ocupar.	-0.046716
diversa.	-0.046775
Neves.	-0.046844
proteger.	-0.046855
período.	-0.047053
papeles.	-0.047257
renovable.	-0.047267
abiertas.	-0.047273
Nairobi.	-0.047338
Mazen.	-0.047389
histórico.	-0.047412
necesidad.	-0.047522
divisas.	-0.047552
Mons.	-0.047576
CIES.	-0.047576
diesel.	-0.047646
acabado.	-0.048086
Kauppi.	-0.048094
pérdida.	-0.048108
reglas.	-0.048187
armadas.	-0.048223
Ambiente.	-0.048230
sanciones.	-0.048252
ambigua.	-0.048321
Corbett.	-0.048496
talibán.	-0.048628
italiana.	-0.048790
financiero.	-0.048801
Regiones.	-0.048806
santa.	-0.048869
lácteas.	-0.048941
palabras.	-0.049051
Myller.	-0.049073
muertes.	-0.049235
adultas.	-0.049306
ambiguo.	-0.049325
haremos.	-0.049352
gobierno.	-0.049422
ecológico.	-0.049525
venga.	-0.049695
Eurojust.	-0.049799
AEEM.	-0.049802
Hallam.	-0.049865
ruidos.	-0.049928
